Car Name,Brand,Price,Mileage,Dealer,Year
Audi A5 Sportback,Audi,32900,30450,Audi Wesley Chapel/ FL,2023
Audi A4,Audi,29900,30911,Audi Wesley Chapel/ FL,2023
Audi Q5,Audi,182613,12,Audi Wesley Chapel/ FL,2025
Audi Q8,Audi,24995,77848,Audi Wesley Chapel/ FL,2019
Audi A5,Audi,182613,8,Audi Wesley Chapel/ FL,2025
Audi Q3,Audi,182613,8,Audi Wesley Chapel/ FL,2025
Audi A8,Audi,182613,8694,Audi Wesley Chapel/ FL,2023
Audi Q5,Audi,182613,17,Audi Wesley Chapel/ FL,2025
Audi Q3,Audi,182613,11,Audi Wesley Chapel/ FL,2025
Audi A3,Audi,182613,947,Audi Wesley Chapel/ FL,2025
Audi Q3,Audi,182613,10,Audi Wesley Chapel/ FL,2025
Audi Q5,Audi,182613,33,Audi Wesley Chapel/ FL,2025
Audi Q5,Audi,182613,9,Audi Wesley Chapel/ FL,2025
Audi Q3,Audi,182613,9,Audi Wesley Chapel/ FL,2025
Audi Q5,Audi,182613,19,Audi Wesley Chapel/ FL,2025
Audi A5 Sportback,Audi,182613,5,Audi Wesley Chapel/ FL,2025
Audi A8,Audi,182613,60,Audi Wesley Chapel/ FL,2025
Audi Q3,Audi,182613,7,Audi Wesley Chapel/ FL,2025
Audi RS 6 Avant,Audi,248000,21,Speedart Motorsports,2025
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q7,Audi,59510,4702,Porsche Exchange,2025
Audi R8 Spyder,Audi,88991,10862,ABZ Motors,2012
Audi Q5,Audi,182613,10,Audi Wesley Chapel/ FL,2025
Audi A3,Audi,182613,13,Audi Wesley Chapel/ FL,2026
Audi Q3,Audi,182613,11,Audi Wesley Chapel/ FL,2025
Audi Q3,Audi,182613,9,Audi Wesley Chapel/ FL,2025
Audi Q5,Audi,182613,9,Audi Wesley Chapel/ FL,2025
Audi Q5,Audi,182613,8,Audi Wesley Chapel/ FL,2025
Audi A5,Audi,182613,10,Audi Wesley Chapel/ FL,2025
Audi A5,Audi,182613,29,Audi Wesley Chapel/ FL,2025
Audi A5,Audi,182613,8,Audi Wesley Chapel/ FL,2025
Audi A5,Audi,182613,27,Audi Wesley Chapel/ FL,2025
Audi Q5,Audi,182613,8,Audi Wesley Chapel/ FL,2025
Audi Q3,Audi,182613,27,Audi Wesley Chapel/ FL,2025
Audi A8,Audi,182613,35,Audi Wesley Chapel/ FL,2025
Audi A7,Audi,48995,41707,Formula Imports/ NC,2022
Audi Q5,Audi,18995,76496,Formula Imports/ NC,2020
Audi R8 Spyder,Audi,95220,14691,Euro Prestige Imports/ NC,2015
Audi Q3,Audi,36781,2429,Foreign Cars Charlotte/ NC,2025
Audi RS Q8,Audi,117996,13981,McLaren Charlotte/ NC,2024
Audi S3,Audi,48996,4423,McLaren Charlotte/ NC,2025
Audi R8,Audi,179996,5482,McLaren Charlotte/ NC,2022
Audi Q3,Audi,36781,1667,Foreign Cars Charlotte/ NC,2025
Audi R8,Audi,224995,6095,Velocity Motorcars Nashville/ TN,2023
Audi R8 V10 Performance,Audi,174995,31616,Velocity Motorcars Nashville/ TN,2020
Audi R8,Audi,114990,30914,HyperCars/ IN,2014
Audi R8,Audi,84990,33044,HyperCars/ IN,2012
Audi RS 3,Audi,67990,17643,HyperCars/ IN,2023
Audi R8,Audi,98990,40181,HyperCars/ IN,2011
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,189000,6068,Heritage Cars,2015
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q5,Audi,53452,6,Porsche Exchange,2025
Audi A3,Audi,26946,12040,Galpin Aston Martin,2023
Audi R8,Audi,134990,40350,HyperCars/ IN,2018
Audi SQ8,Audi,97990,308,Marshall Goldman Baltimore/ MD,2024
Audi R8,Audi,178900,12908,Marshall Goldman Baltimore/ MD,2023
Audi R8,Audi,179995,19367,CLB Sportscars/ TX,2020
Audi S5,Audi,23491,80381,ABZ Motors/ TX,2018
Audi A6,Audi,22991,88415,ABZ Motors/ TX,2019
Audi R8 Spyder,Audi,88991,10862,ABZ Motors/ TX,2012
Audi S5,Audi,28991,57054,ABZ Motors/ TX,2018
Audi R8 GT,Audi,295000,54,Private seller,2023
Audi R8 GT,Audi,295000,39,Private seller,2023
Audi A8,Audi,30488,64833,McLaren Philadelphia/ PA,2019
Audi RS 5,Audi,77500,4439,Sarchione Auto Gallery/ OH,2024
Audi R8,Audi,152500,10420,Sarchione Auto Gallery/ OH,2018
Audi RS Q8 performance,Audi,135000,3126,Sarchione Auto Gallery/ OH,2025
Audi R8,Audi,147000,22580,Sarchione Auto Gallery/ OH,2018
Audi S5,Audi,39500,35264,Sarchione Auto Gallery/ OH,2019
Audi RS 3,Audi,62600,19974,Sarchione Ford of Randolph/ OH,2024
Audi RS e-tron GT,Audi,62995,7545,Perfect Auto Collection/ OH,2022
Audi RS 6,Audi,114495,8000,Perfect Auto Collection/ OH,2023
Audi RS 5,Audi,54995,28541,Perfect Auto Collection/ OH,2019
Audi RS e-tron GT,Audi,76995,2910,Perfect Auto Collection/ OH,2023
Audi S8,Audi,74995,27223,Perfect Auto Collection/ OH,2022
Audi S8,Audi,88995,6928,Perfect Auto Collection/ OH,2023
Audi A5,Audi,21985,62062,Cavallino Rosso St. Louis/ MO,2018
Audi A4,Audi,22851,44890,Cavallino Rosso St. Louis/ MO,2019
Audi SQ8,Audi,94890,3473,Cavallino Rosso St. Louis/ MO,2025
Audi RS Q8,Audi,99995,31371,Holman Motorcars St. Louis/ MO,2023
Audi R8,Audi,189000,6068,Heritage Cars,2015
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q5,Audi,56478,7,Porsche Exchange,2025
Audi Q5,Audi,182613,9,Audi Wesley Chapel,2025
Audi RS Q8,Audi,105999,29914,Status Auto Group/ NY,2024
Audi RS Q8,Audi,76999,49587,Status Auto Group/ NY,2021
Audi A8,Audi,60990,19513,Marshall Goldman Motor Sales/ OH,2023
Audi TT,Audi,69900,4894,Marshall Goldman Motor Sales/ OH,2019
Audi RS 6 Avant,Audi,182613,16845,Marshall Goldman Motor Sales/ OH,2024
Audi S6,Audi,76990,1579,Marshall Goldman Motor Sales/ OH,2025
Audi R8,Audi,76000,15138,Cleveland Motorsports/ OH,2008
Audi Q3,Audi,23732,45966,Mercedes-Benz of North Olmsted/ OH,2022
Audi R8 V10 Performance,Audi,209900,9868,Ferrari of Long Island/ NY,2023
Audi R8 V10 Performance,Audi,178000,10103,Ferrari of Long Island/ NY,2022
Audi R8 V10 Performance,Audi,197900,928,Ferrari of Long Island/ NY,2023
Audi RS 3,Audi,72991,875,Ferrari of Long Island/ NY,2025
Audi RS 4,Audi,79995,9604,Ryan Friedman Motor Cars/ NY,2008
Audi RS 4,Audi,59995,38710,Ryan Friedman Motor Cars/ NY,2007
Audi A5,Audi,34900,16274,Isringhausen Imports/ IL,2019
Audi R8 Spyder,Audi,155900,6314,Tactical Fleet/ TX,2021
Audi RS 5,Audi,65990,23199,One Legacy Motors/ TX,2023
Audi RS Q8,Audi,83990,34560,Earth MotorCars/ TX,2022
Audi Q3,Audi,182613,75023,Earth MotorCars/ TX,2018
Audi Q8,Audi,67990,21459,One Legacy Motors/ TX,2024
Audi S3,Audi,37990,19346,One Legacy Motors/ TX,2023
Audi Q7,Audi,42990,26255,One Legacy Motors/ TX,2023
Audi SQ8,Audi,74990,22588,One Legacy Motors/ TX,2023
Audi Q7,Audi,45990,47455,One Legacy Motors/ TX,2023
Audi A4 allroad,Audi,32890,43172,Earth MotorCars/ TX,2021
Audi RS Q8,Audi,96690,28678,Earth MotorCars/ TX,2023
Audi R8 GT,Audi,259990,15092,Earth MotorCars/ TX,2023
Audi R8,Audi,189000,6068,Heritage Cars,2015
Audi RS 6 Avant,Audi,248000,21,Speedart Motorsports,2025
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q5,Audi,56994,6,Porsche Exchange,2025
Audi Q8,Audi,79635,62,Porsche Exchange,2025
Audi RS e-tron GT,Audi,66298,15414,Earth MotorCars/ TX,2023
Audi S5 Sportback,Audi,51990,19978,One Legacy Motors/ TX,2023
Audi RS Q8,Audi,82990,45523,One Legacy Motors/ TX,2022
Audi R8 V10 Performance,Audi,159990,12634,One Legacy Motors/ TX,2022
Audi RS 6 Avant,Audi,137498,4387,Earth MotorCars/ TX,2025
Audi e-tron,Audi,20990,33486,One Legacy Motors/ TX,2019
Audi R8,Audi,84698,49007,Earth MotorCars/ TX,2008
Audi SQ5,Audi,41990,31778,One Legacy Motors/ TX,2023
Audi R8 Spyder,Audi,179995,12091,Motor Cars of Chicago/ IL,2020
Audi RS 7,Audi,49995,58813,Motor Cars of Chicago/ IL,2017
Audi R8,Audi,137995,23747,Motor Cars of Chicago/ IL,2017
Audi R8,Audi,67995,35588,Motor Cars of Chicago/ IL,2009
Audi R8 Spyder,Audi,156995,23639,Motor Cars of Chicago/ IL,2020
Audi R8,Audi,159995,6763,Motor Cars of Chicago/ IL,2017
Audi R8,Audi,139995,43660,Motor Cars of Chicago/ IL,2021
Audi RS 3,Audi,32995,99651,Motor Cars of Chicago/ IL,2018
Audi R8,Audi,134995,24896,Motor Cars of Chicago/ IL,2017
Audi RS 6 Avant,Audi,94995,52891,Motor Cars of Chicago/ IL,2022
Audi Q8,Audi,31495,86842,Motor Cars of Chicago/ IL,2019
Audi R8,Audi,159995,22159,Motor Cars of Chicago/ IL,2017
Audi R8,Audi,107995,34077,Motor Cars of Chicago/ IL,2017
Audi RS 3,Audi,49995,38584,Motor Cars of Chicago/ IL,2022
Audi R8,Audi,134995,19046,Motor Cars of Chicago/ IL,2017
Audi SQ7,Audi,44995,33858,Motor Cars of Chicago/ IL,2020
Audi e-tron GT,Audi,46995,19255,Motor Cars of Chicago/ IL,2022
Audi S5 Sportback,Audi,39995,23434,Motor Cars of Chicago/ IL,2019
Audi R8,Audi,116995,59452,Motor Cars of Chicago/ IL,2018
Audi RS 6 Avant,Audi,248000,21,Speedart Motorsports,2025
Audi R8,Audi,189000,6068,Heritage Cars,2015
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q5,Audi,53452,6,Porsche Exchange,2025
Audi A3,Audi,26946,12040,Galpin Aston Martin,2023
Audi RS 6 Avant,Audi,104995,32981,Motor Cars of Chicago/ IL,2022
Audi R8,Audi,189995,20944,Motor Cars of Chicago/ IL,2017
Audi RS Q8 performance,Audi,146995,2036,Motor Cars of Chicago/ IL,2025
Audi R8 Spyder,Audi,214995,3074,Motor Cars of Chicago/ IL,2022
Audi R8,Audi,179995,26487,Motor Cars of Chicago/ IL,2020
Audi RS 7,Audi,94995,17280,Motor Cars of Chicago/ IL,2021
Audi R8,Audi,87995,27571,Motor Cars of Chicago/ IL,2011
Audi A7,Audi,44995,28400,Motor Cars of Chicago/ IL,2022
Audi R8 Spyder,Audi,122995,32861,Motor Cars of Chicago/ IL,2017
Audi R8,Audi,159995,27496,Motor Cars of Chicago/ IL,2018
Audi R8,Audi,199995,3378,Motor Cars of Chicago/ IL,2021
Audi RS 7,Audi,108995,12622,Motor Cars of Chicago/ IL,2024
Audi RS 7,Audi,89995,20666,Motor Cars of Chicago/ IL,2021
Audi R8,Audi,79995,34169,Motor Cars of Chicago/ IL,2014
Audi R8,Audi,189995,34650,Motor Cars of Chicago/ IL,2022
Audi TT,Audi,99800,10451,Chicago Motor Cars/ IL,2019
Audi Q8,Audi,39800,45819,Chicago Motor Cars/ IL,2020
Audi R8,Audi,139800,44393,Chicago Motor Cars/ IL,2017
Audi RS 6 Avant,Audi,139800,7328,Chicago Motor Cars/ IL,2024
Audi RS 4,Audi,69800,63387,Chicago Motor Cars/ IL,2008
Audi R8 Spyder,Audi,219800,12134,Chicago Motor Cars/ IL,2020
Audi RS 7,Audi,89800,26658,Chicago Motor Cars/ IL,2021
Audi RS Q8 performance,Audi,139800,13991,Chicago Motor Cars/ IL,2025
Audi R8,Audi,209800,10765,Chicago Motor Cars/ IL,2020
Audi R8 V10 Plus,Audi,182613,9631,Chicago Motor Cars/ IL,2017
Audi RS Q8,Audi,122800,3675,Chicago Motor Cars/ IL,2024
Audi Q8,Audi,79037,6,Porsche Exchange/ IL,2025
Audi RS 6 Avant,Audi,248000,21,Speedart Motorsports,2025
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q6 e-tron,Audi,72043,6,Porsche Exchange,2025
Audi S5 Sportback,Audi,51990,19978,One Legacy Motors,2023
Audi Q8,Audi,79635,62,Porsche Exchange/ IL,2025
Audi RS 7,Audi,182613,22,Porsche Exchange/ IL,2026
Audi S5,Audi,68911,6,Porsche Exchange/ IL,2025
Audi Q7,Audi,182613,8,Porsche Exchange/ IL,2026
Audi Q8,Audi,182613,8,Porsche Exchange/ IL,2026
Audi Q5,Audi,55554,10,Porsche Exchange/ IL,2025
Audi A5,Audi,51382,23,Porsche Exchange/ IL,2025
Audi A5,Audi,52118,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,56994,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,56994,10,Porsche Exchange/ IL,2025
Audi A5,Audi,48967,13,Porsche Exchange/ IL,2025
Audi Q5,Audi,55522,5,Porsche Exchange/ IL,2025
Audi Q5,Audi,55604,63,Porsche Exchange/ IL,2025
Audi Q5,Audi,57076,4,Porsche Exchange/ IL,2025
Audi Q5,Audi,56994,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,56994,62,Porsche Exchange/ IL,2025
Audi Q5,Audi,55604,5,Porsche Exchange/ IL,2025
Audi Q5,Audi,56396,9,Porsche Exchange/ IL,2025
Audi Q5,Audi,59602,10,Porsche Exchange/ IL,2025
Audi Q5,Audi,55742,9,Porsche Exchange/ IL,2025
Audi RS e-tron GT,Audi,157777,232,Porsche Exchange/ IL,2025
Audi RS 6 Avant,Audi,182613,15,Porsche Exchange/ IL,2026
Audi Q3,Audi,40094,1,Porsche Exchange/ IL,2025
Audi A6,Audi,182613,9,Porsche Exchange/ IL,2026
Audi Q3,Audi,41960,7,Porsche Exchange/ IL,2025
Audi Q3,Audi,42988,6,Porsche Exchange/ IL,2025
Audi A5,Audi,52233,8,Porsche Exchange/ IL,2025
Audi R8,Audi,189000,6068,Heritage Cars,2015
Audi RS 6 Avant,Audi,248000,21,Speedart Motorsports,2025
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi R8,Audi,219900,8478,Driving Emotions,2014
Audi Q5,Audi,56290,10,Porsche Exchange,2025
Audi A5,Audi,52233,8,Porsche Exchange/ IL,2025
Audi Q5,Audi,53534,6,Porsche Exchange/ IL,2025
Audi Q3,Audi,41928,10,Porsche Exchange/ IL,2025
Audi Q5,Audi,56478,13,Porsche Exchange/ IL,2025
Audi A3,Audi,45510,6,Porsche Exchange/ IL,2026
Audi A3,Audi,182613,1,Porsche Exchange/ IL,2026
Audi Q5,Audi,45560,5142,Porsche Exchange/ IL,2025
Audi S6 Sportback e-tron,Audi,82388,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,53452,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,56396,5,Porsche Exchange/ IL,2025
Audi Q5,Audi,53153,76,Porsche Exchange/ IL,2025
Audi Q8,Audi,182613,9,Porsche Exchange/ IL,2026
Audi Q3,Audi,39944,9,Porsche Exchange/ IL,2025
Audi A5 Sportback,Audi,43400,4968,Porsche Exchange/ IL,2025
Audi Q5,Audi,56290,10,Porsche Exchange/ IL,2025
Audi Q3,Audi,41960,6,Porsche Exchange/ IL,2025
Audi A4,Audi,18987,69703,Porsche Exchange/ IL,2018
Audi Q5,Audi,37587,17561,Porsche Exchange/ IL,2023
Audi A5 Sportback,Audi,37987,11871,Porsche Exchange/ IL,2023
Audi RS e-tron GT,Audi,80987,15037,Porsche Exchange/ IL,2024
Audi SQ5,Audi,74145,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,44210,5186,Porsche Exchange/ IL,2025
Audi Q5,Audi,44285,4396,Porsche Exchange/ IL,2025
Audi SQ5,Audi,74945,11,Porsche Exchange/ IL,2025
Audi Q7,Audi,52587,25606,Porsche Exchange/ IL,2023
Audi A5 Sportback,Audi,39975,4832,Porsche Exchange/ IL,2025
Audi A6 allroad,Audi,182613,5,Porsche Exchange/ IL,2026
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,189000,6068,Heritage Cars,2015
Audi RS 6 Avant,Audi,248000,21,Speedart Motorsports,2025
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q3,Audi,182613,5,Audi Wesley Chapel,2025
Audi Q5,Audi,53452,6,Porsche Exchange,2025
Audi Q7,Audi,182613,1,Porsche Exchange/ IL,2026
Audi Q3,Audi,39944,14,Porsche Exchange/ IL,2025
Audi Q7,Audi,182613,8,Porsche Exchange/ IL,2026
Audi Q3,Audi,40176,7,Porsche Exchange/ IL,2025
Audi Q5,Audi,55604,28,Porsche Exchange/ IL,2025
Audi A5 Sportback,Audi,40575,4360,Porsche Exchange/ IL,2025
Audi SQ8,Audi,182613,6,Porsche Exchange/ IL,2026
Audi S6 Sportback e-tron,Audi,79110,20,Porsche Exchange/ IL,2025
Audi A3,Audi,34935,3712,Porsche Exchange/ IL,2025
Audi Q7,Audi,182613,6,Porsche Exchange/ IL,2026
Audi A4,Audi,31587,18990,Porsche Exchange/ IL,2023
Audi A3,Audi,182613,10,Porsche Exchange/ IL,2026
Audi RS 6 Avant,Audi,182613,18,Porsche Exchange/ IL,2026
Audi Q3,Audi,182613,10,Porsche Exchange/ IL,2025
Audi Q3,Audi,182613,2217,Porsche Exchange/ IL,2025
Audi Q8,Audi,78954,10,Porsche Exchange/ IL,2025
Audi Q7,Audi,79295,10,Porsche Exchange/ IL,2026
Audi Q7,Audi,78295,55,Porsche Exchange/ IL,2026
Audi Q7,Audi,182613,6,Porsche Exchange/ IL,2026
Audi Q7,Audi,182613,6,Porsche Exchange/ IL,2026
Audi Q8,Audi,182613,9,Porsche Exchange/ IL,2026
Audi A3,Audi,182613,5,Porsche Exchange/ IL,2026
Audi RS Q8,Audi,153995,4343,Porsche Exchange/ IL,2025
Audi A5,Audi,52118,6,Porsche Exchange/ IL,2025
Audi A5,Audi,52118,6,Porsche Exchange/ IL,2025
Audi A5,Audi,52233,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,59685,6,Porsche Exchange/ IL,2025
Audi RS 6 Avant,Audi,248000,21,Speedart Motorsports,2025
Audi R8,Audi,189000,6068,Heritage Cars,2015
Audi R8,Audi,145999,29352,Celebrity Cars Las Vegas,2022
Audi R8,Audi,179995,19367,CLB Sportscars,2020
Audi Q8,Audi,182613,9,Porsche Exchange,2026
Audi R8,Audi,84990,6476,Ferrari of Rancho Mirage,2009
Audi Q5,Audi,59685,6,Porsche Exchange/ IL,2025
Audi A5,Audi,52118,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,58268,13,Porsche Exchange/ IL,2025
Audi A5,Audi,52233,7,Porsche Exchange/ IL,2025
Audi A5,Audi,53981,12,Porsche Exchange/ IL,2025
Audi A5,Audi,52969,10,Porsche Exchange/ IL,2025
Audi A5,Audi,49854,40,Porsche Exchange/ IL,2025
Audi Q5,Audi,56994,12,Porsche Exchange/ IL,2025
Audi A5,Audi,51244,6,Porsche Exchange/ IL,2025
Audi RS 6 Avant,Audi,182613,9,Porsche Exchange/ IL,2026
Audi Q3,Audi,40094,9,Porsche Exchange/ IL,2025
Audi Q3,Audi,40094,10,Porsche Exchange/ IL,2025
Audi Q3,Audi,41960,6,Porsche Exchange/ IL,2025
Audi Q3,Audi,42988,6,Porsche Exchange/ IL,2025
Audi Q3,Audi,42155,11,Porsche Exchange/ IL,2025
Audi A5,Audi,52233,13,Porsche Exchange/ IL,2025
Audi A5,Audi,52233,7,Porsche Exchange/ IL,2025
Audi A5,Audi,52233,7,Porsche Exchange/ IL,2025
Audi A5,Audi,52969,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,55784,19,Porsche Exchange/ IL,2025
Audi SQ5,Audi,74915,6,Porsche Exchange/ IL,2025
Audi Q3,Audi,40176,6,Porsche Exchange/ IL,2025
Audi A3,Audi,182613,9,Porsche Exchange/ IL,2026
Audi Q5,Audi,45210,5358,Porsche Exchange/ IL,2025
Audi A4,Audi,36487,5038,Porsche Exchange/ IL,2023
Audi SQ5,Audi,74915,6,Porsche Exchange/ IL,2025
Audi Q5,Audi,44987,6064,Porsche Exchange/ IL,2024
Land Rover Defender 110,Land--Rover,139995,3510,ECD Auto Design,2025
Land Rover Defender 110,Land--Rover,210000,3100,ECD Auto Design,1996
Land Rover Range Rover Autobiography,Land--Rover,179997,1533,Dave Arbogast Luxury Vehicles,2025
Land Rover Range Rover,Land--Rover,44900,42317,Driving Emotions,2020
Land Rover Range Rover Sport HSE,Land--Rover,36813,40852,ONE EXOTICS LLC,2021
Land Rover Range Rover,Land--Rover,182613,53828,Driving Emotions,2020
Land Rover Range Rover SV,Land--Rover,175000,4891,Private seller,2024
Land Rover Defender 110,Land--Rover,182613,300,SOMO/ FL,2025
Land Rover Defender 110,Land--Rover,182613,111,SOMO/ FL,1993
Land Rover Range Rover SE,Land--Rover,199980,6127,Limited Spec Automotive/ FL,2025
Land Rover Defender,Land--Rover,59950,16136,Prestige Imports/ FL,2020
Land Rover Range Rover SV,Land--Rover,191950,3493,Prestige Imports/ FL,2024
Land Rover Range Rover,Land--Rover,161950,24,Prestige Imports/ FL,2024
Land Rover Range Rover SE,Land--Rover,109950,7626,Prestige Imports/ FL,2023
Land Rover Range Rover Sport HSE,Land--Rover,50950,39042,Prestige Imports/ FL,2022
Land Rover Range Rover Autobiography,Land--Rover,129998,36226,1 of 1 Motor Sports/ FL,2023
Land Rover Defender 90,Land--Rover,182613,3809,Fort Lauderdale Collection South/ FL,1997
Land Rover Range Rover SE,Land--Rover,129950,6697,Holman Motorcars Fort Lauderdale/ FL,2025
Land Rover Range Rover Sport HSE,Land--Rover,29998,74212,Carrio Motor Cars/ FL,2019
Land Rover Defender 110,Land--Rover,199900,14530,Driving Emotions/ FL,1983
Land Rover Defender,Land--Rover,182613,427,Driving Emotions/ FL,1979
Land Rover Range Rover,Land--Rover,182613,53828,Driving Emotions/ FL,2020
Land Rover Range Rover,Land--Rover,44900,42317,Driving Emotions/ FL,2020
Land Rover Defender 130,Land--Rover,109999,115,Private seller,2023
Land Rover Defender 110,Land--Rover,210000,3100,ECD Auto Design/ FL,1996
Land Rover Defender 110,Land--Rover,139995,3510,ECD Auto Design/ FL,2025
Land Rover Defender 110,Land--Rover,249995,1,ECD Auto Design/ FL,1998
Land Rover Defender,Land--Rover,77495,25411,Ferrari of Central Florida/ FL,2023
Land Rover Range Rover SV,Land--Rover,167895,16936,Ferrari of Central Florida/ FL,2024
Land Rover Range Rover Sport HSE,Land--Rover,36813,40852,ONE EXOTICS LLC/ FL,2021
Land Rover Range Rover SE,Land--Rover,145994,2100,Dimmitt Automotive Group/ FL,2025
Land Rover Range Rover Velar,Land--Rover,79755,8,Land Rover Clearwater/ FL,2025
Land Rover Discovery,Land--Rover,53418,406,Land Rover Clearwater/ FL,2025
Land Rover Defender 110,Land--Rover,139995,3510,ECD Auto Design,2025
Land Rover Defender 110,Land--Rover,210000,3100,ECD Auto Design,1996
Land Rover Range Rover Autobiography,Land--Rover,179997,1533,Dave Arbogast Luxury Vehicles,2025
Land Rover Range Rover,Land--Rover,182613,53828,Driving Emotions,2020
Land Rover Range Rover Sport HSE,Land--Rover,36813,40852,ONE EXOTICS LLC,2021
Land Rover Range Rover,Land--Rover,44900,42317,Driving Emotions,2020
Land Rover Discovery,Land--Rover,53418,406,Land Rover Clearwater/ FL,2025
Land Rover Range Rover Evoque,Land--Rover,57135,10,Land Rover Clearwater/ FL,2026
Land Rover Range Rover Velar,Land--Rover,79755,8,Land Rover Clearwater/ FL,2025
Land Rover Defender 90,Land--Rover,73148,16,Land Rover Clearwater/ FL,2025
Land Rover Discovery,Land--Rover,67443,13,Land Rover Clearwater/ FL,2025
Land Rover Range Rover,Land--Rover,116400,14,Land Rover Clearwater/ FL,2025
Land Rover Range Rover Evoque,Land--Rover,58185,13,Land Rover Clearwater/ FL,2026
Land Rover Defender 110,Land--Rover,74173,5557,Land Rover Clearwater/ FL,2025
Land Rover Range Rover Westminster,Land--Rover,59168,33983,Dimmitt Cadillac Clearwater/ FL,2021
Land Rover Defender 110,Land--Rover,73596,25,Land Rover Clearwater/ FL,2026
Land Rover Range Rover,Land--Rover,124240,18,Land Rover Clearwater/ FL,2025
Land Rover Defender 110,Land--Rover,181481,60,Land Rover Clearwater/ FL,2026
Land Rover Discovery,Land--Rover,52668,10,Land Rover Clearwater/ FL,2025
Land Rover Discovery,Land--Rover,73718,15,Land Rover Clearwater/ FL,2025
Land Rover Discovery,Land--Rover,67918,17,Land Rover Clearwater/ FL,2025
Land Rover Range Rover Velar,Land--Rover,65415,12,Land Rover Clearwater/ FL,2026
Land Rover Range Rover Velar,Land--Rover,72247,9,Land Rover Clearwater/ FL,2026
Land Rover Discovery,Land--Rover,52368,13,Land Rover Clearwater/ FL,2025
Land Rover Defender 110,Land--Rover,88408,12,Land Rover Clearwater/ FL,2025
Land Rover Defender 110,Land--Rover,67923,2604,Land Rover Clearwater/ FL,2025
Land Rover Discovery,Land--Rover,66776,13,Land Rover Clearwater/ FL,2026
Land Rover Range Rover SE,Land--Rover,146180,19,Land Rover Clearwater/ FL,2025
Land Rover Range Rover,Land--Rover,99910,42,Land Rover Clearwater/ FL,2025
Land Rover Defender 130,Land--Rover,95318,29,Land Rover Clearwater/ FL,2025
Land Rover Discovery,Land--Rover,84078,5109,Land Rover Clearwater/ FL,2025
Land Rover Range Rover,Land--Rover,132630,15,Land Rover Clearwater/ FL,2025
Land Rover Defender 110,Land--Rover,76480,8,Land Rover Clearwater/ FL,2025
Land Rover Defender 110,Land--Rover,210000,3100,ECD Auto Design,1996
Land Rover Defender 110,Land--Rover,139995,3510,ECD Auto Design,2025
Land Rover Defender 110,Land--Rover,419914,1120,Galpin Aston Martin,1996
Land Rover Range Rover,Land--Rover,182613,53828,Driving Emotions,2020
Land Rover Range Rover,Land--Rover,44900,42317,Driving Emotions,2020
Land Rover Range Rover Sport HSE,Land--Rover,36813,40852,ONE EXOTICS LLC,2021
Land Rover Defender 130,Land--Rover,93403,11,Land Rover Clearwater/ FL,2025
Land Rover Range Rover,Land--Rover,132630,15,Land Rover Clearwater/ FL,2025
Land Rover Defender 110,Land--Rover,106543,17,Land Rover Clearwater/ FL,2025
Land Rover Range Rover Velar,Land--Rover,77597,15,Land Rover Clearwater/ FL,2026
Land Rover Range Rover Evoque,Land--Rover,56185,9,Land Rover Clearwater/ FL,2026
Land Rover Range Rover,Land--Rover,137555,41,Land Rover Clearwater/ FL,2025
Land Rover Range Rover,Land--Rover,136280,34,Land Rover Clearwater/ FL,2025
Land Rover Defender 130,Land--Rover,92223,16,Land Rover Clearwater/ FL,2025
Land Rover Discovery,Land--Rover,68200,13,Land Rover Clearwater/ FL,2025
